observableId	preequilibrationConditionId	simulationConditionId	simulatedData	time	observableParameters	noiseParameters	observableTransformation
observable_Insulin		model1_data10	3.23360874077439	30.0	-1.59989083921818;0.538009450729947;0.999999072086866;7.99999999400177	-0.604981042545965	log10
observable_Insulin		model1_data10	3.241800568577609	40.0	-1.59989083921818;0.538009450729947;0.999999072086866;7.99999999400177	-0.604981042545965	log10
observable_Insulin		model1_data10	3.241800568577609	40.0	-1.59989083921818;0.538009450729947;0.999999072086866;7.99999999400177	-0.604981042545965	log10
observable_Insulin		model1_data10	3.2498370997434503	50.0	-1.59989083921818;0.538009450729947;0.999999072086866;7.99999999400177	-0.604981042545965	log10
observable_Insulin		model1_data10	3.2498370997434503	50.0	-1.59989083921818;0.538009450729947;0.999999072086866;7.99999999400177	-0.604981042545965	log10
observable_Insulin		model1_data10	3.2577214510664905	60.0	-1.59989083921818;0.538009450729947;0.999999072086866;7.99999999400177	-0.604981042545965	log10
observable_Insulin		model1_data10	3.2577214510664905	60.0	-1.59989083921818;0.538009450729947;0.999999072086866;7.99999999400177	-0.604981042545965	log10
observable_Insulin		model1_data11	-1.6626446181265802	15.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data11	-1.6626446181265802	15.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.23647232008547694	0.25	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.23647232008547694	0.25	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.23051109372974896	0.5	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.23051109372974896	0.5	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.221230207935166	1.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.221230207935166	1.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.203774914381975	2.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.203774914381975	2.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.18779603110842105	3.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.18779603110842105	3.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.17329399836587306	4.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.17329399836587306	4.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.160257758574401	5.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.160257758574401	5.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.13848256885881	7.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.13848256885881	7.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.115927891273022	10.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.115927891273022	10.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.101187971414794	15.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.101187971414794	15.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.10723307870679903	20.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.10723307870679903	20.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.12584723943394502	25.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.12584723943394502	25.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.150988570275781	30.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.150988570275781	30.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.20709018710081895	40.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.20709018710081895	40.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.260884535798021	50.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.260884535798021	50.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.308716771504925	60.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data12	0.308716771504925	60.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.23191343451317	0.25	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.23191343451317	0.25	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.22597722073199	0.5	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.22597722073199	0.5	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.21674883771882	1.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.21674883771882	1.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.19942731360933	2.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.19942731360933	2.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.18361290253028	3.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.18361290253028	3.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.1692972050898405	4.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.1692972050898405	4.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.1564609055223898	5.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.1564609055223898	5.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.13509748660919	7.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.13509748660919	7.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.11310489024026	10.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.11310489024026	10.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.09894061614934	15.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.09894061614934	15.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.10505556084246	20.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.10505556084246	20.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.12337730111885	25.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.12337730111885	25.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.14804455585332	30.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.14804455585332	30.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.20311811173518	40.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.20311811173518	40.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.25608537332723	50.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.25608537332723	50.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.30335024529155	60.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data13	1.30335024529155	60.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data14	-2.13567814524502	15.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data14	-2.13567814524502	15.0	-1.66264461812658;0.569911881220408;0.999999072086866;7.99999999967961	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.514336739019142	0.25	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.514336739019142	0.25	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.520229281168678	0.5	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.520229281168678	0.5	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.546645688650564	2.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.546645688650564	2.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.562423967458901	3.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.562423967458901	3.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.576737520471707	4.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.576737520471707	4.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.5895989480675451	5.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.5895989480675451	5.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.611070345367599	7.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.611070345367599	7.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.633294118584125	10.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.633294118584125	10.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.64185677792244	20.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.64185677792244	20.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.623522387185636	25.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.623522387185636	25.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.5433711317882921	40.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.5433711317882921	40.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.490196270910407	50.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.490196270910407	50.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.442854604575447	60.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data15	-0.442854604575447	60.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.47661348547008	0.25	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.47661348547008	0.25	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.4706842556030829	0.5	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.4706842556030829	0.5	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.444166777959103	2.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.444166777959103	2.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.428372645675632	3.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.428372645675632	3.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.414075952134711	4.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.414075952134711	4.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.401257232771291	5.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.401257232771291	5.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.379924247831283	7.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.379924247831283	7.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.357964583101107	10.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.357964583101107	10.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.349927729107114	20.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.349927729107114	20.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.368221404760511	25.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.368221404760511	25.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.447852948583256	40.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.447852948583256	40.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.5007579506143	50.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.5007579506143	50.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.547973320662567	60.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data16	0.547973320662567	60.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data17	0.19509718712192006	15.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data17	0.19509718712192006	15.0	-2.13567814524502;0.100000000170598;0.999999072086866;7.99999999775497	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4977432373821795	0.25	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4977432373821795	0.25	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4920974158531102	0.5	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4920974158531102	0.5	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4833280336824095	1.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4833280336824095	1.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4668934542148402	2.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4668934542148402	2.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4519186255942402	3.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4519186255942402	3.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.43838829235423	4.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.43838829235423	4.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4262772887443995	5.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4262772887443995	5.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4061666788016298	7.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.4061666788016298	7.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.38552574710987	10.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.38552574710987	10.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.37226660052684	15.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.37226660052684	15.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.3779873951989698	20.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.3779873951989698	20.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.39515881687848	25.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.39515881687848	25.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.41834758215772	30.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.41834758215772	30.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.47039244240823	40.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.47039244240823	40.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.52077097405514	50.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.52077097405514	50.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.56596677234119	60.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data18	1.56596677234119	60.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data19	3.498820810318529	0.25	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data19	3.498820810318529	0.25	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data19	3.4969872491392007	0.5	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data19	3.4969872491392007	0.5	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data19	3.4948162167570493	1.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data19	3.4948162167570493	1.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data19	3.49148200298123	2.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
observable_Insulin		model1_data19	3.49148200298123	2.0	0.19509718712192;0.999999999951202;0.999999072086866;7.99999999899634	-0.604981042545965	log10
