observableId	preequilibrationConditionId	simulationConditionId	simulatedData	time	observableParameters	noiseParameters	observableTransformation
fluorescence		model1_data1	-0.51242265522664	230	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.516324956600616	240	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.487974610944631	250	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.413323528051841	260	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.295272551633242	270	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.164631474133125	280	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.063742524871401	290	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.014591807477975	300	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.008989612573278	310	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.028153080078278	320	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.058606514166749	330	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.093623595835389	340	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.130234528823248	350	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.167020823451157	360	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.202975005084164	370	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.236807566318852	380	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.266226563768637	390	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.286945053661263	400	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.291768018678036	410	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.271823853147728	420	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.223628347986372	430	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.159549958878348	440	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.105414690384129	450	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.079795989180545	460	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.082139061726407	470	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.102317509199458	480	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.131485796816483	490	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.164528880602231	500	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.198781140168546	510	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.232599975449634	520	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.264389578082769	530	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.291794599318774	540	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.310839099732943	550	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.315341813594584	560	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.298260081984754	570	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.25746729868338	580	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.203516545366197	590	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
fluorescence		model1_data1	-0.157410982444604	600	-4.98107438218408;-0.279017032524776 	-1.14362512938604	log10
